Study_days,Tumor_volume_mm3
29.8007590132827,7.49999999999951
55.0379506641366,166.071428571428
81.0721062618596,226.071428571428
91.4326375711575,667.5
97.011385199241,693.214285714285
111.091081593928,1036.07142857143
119.060721062619,980.357142857142
124.905123339658,1006.07142857143
134.203036053131,1207.5
144.032258064516,1241.78571428571
153.064516129032,1456.07142857143
159.174573055028,1550.35714285714
167.409867172676,1794.64285714286
172.19165085389,1906.07142857143
179.364326375712,2308.92857142857
