Study_days,Tumor_volume_mm3
8.85776726657864,1.88762220493259
15.8612374358323,5.87598525083755
22.7018362058009,22.0425560704979
29.7053063750546,61.9261865295487
36.7087765443082,105.798180034504
43.5493753142769,173.600351814891
50.3899740842456,225.449071411657
57.3934442534992,285.274517100233
64.2340430234678,392.96031933967
71.2375131927215,556.483204221778
78.0781119626902,640.238828185785
85.0815821319438,791.796623930178
92.0850523011974,1170.69111329116
98.9256510711661,1433.9230743209
