Study_days,Tumor_volume_mm3
5.09996651839097,22.0390060543214
11.4180258605571,15.7400864664167
27.5003587315253,3.1422472906072
34.6799716203505,3.1422472906072
40.7108464469636,3.1422472906072
46.1673522424706,9.44116687851194
54.2085186779548,25.1884658482738
60.5265780201209,12.5906266724643
67.419006393393,15.7400864664167
74.5986192822181,12.5906266724643
81.4910476554902,18.8895462603691
89.5322140909743,25.1884658482738
95.2759044020344,18.8895462603691
102.45551729086,22.0390060543214
109.347945664132,31.4873854361785
115.953189521851,85.0282019333688
124.568724988441,85.0282019333688
130.312415299501,160.615236988226
137.204843672773,132.270098842654
144.097272046045,245.65065142494
158.169313308142,431.468779268129
165.061741681415,491.308515353224
172.24135457024,573.194469995986
179.420967459065,743.265298869414
186.026211316784,781.058816396842
193.205824205609,859.795311245652
201.534175156646,1073.95857723441
208.426603529918,1366.85833807198
214.457478356531,1788.8859504616
221.92427576091,1842.42676695879
229.391073165288,2147.92436697217
