Study_days,Tumor_volume_mm3
7.31449651001529,25.4190309093621
13.9751954204144,23.9592215105784
23.6958256599141,10.7482828131996
39.6676215810655,40.0897790055246
53.5917513584795,95.1050843661338
68.7444808221359,142.785015678662
81.8495441420549,172.126511870987
94.1355410044791,172.126511870987
100.278539435691,208.803382111393
108.821048039154,234.365519224286
115.0217356706,230.809504255637
122.74337502906,257.743996748032
128.834393087144,269.433235509904
135.088863879226,252.81562639988
141.641395539186,344.507802000896
149.717883572004,386.325623128631
155.975058545347,384.852359265342
161.708523747812,436.199977601911
168.670588636519,505.886031058683
177.680319668963,615.916641779901
184.64238455767,714.944191428998
191.19491621763,1301.7741152755
198.976047563832,1510.83227564581
206.757178910033,1573.1829550545
212.081110883751,1837.25642078543
220.199663958407,1824.10199083897
225.595707432417,1870.26560400179
234.195905236114,2156.34519187696
240.338903667326,2200.35743616545
