Study_days,Tumor_volume_mm3
7.25949770196068,3.76322931681556
15.4559776307713,14.0181097906057
43.5982404692082,32.5523486134693
71.7405033076451,214.187889077533
81.6573006888086,329.100169779287
104.707154061243,584.872665534805
112.74780058651,759.094510469723
123.736684171043,814.697226938314
133.653481552206,859.179400113186
144.642365136739,1144.60667798529
151.610925458637,933.316355404641
155.631248721271,747.973967176005
161.795744390643,1111.24504810413
172.784627975176,1589.42840973401
176.804951237809,2123.21448783248
186.721748618973,2075.02546689304
