Study_days,Tumor_volume_mm3
3.76894023108408,3.57411851009679
11.9719535769116,25.5816167391372
12.8469416671332,25.5816167391372
18.8624847874068,11.0975469759298
18.8624847874068,54.9249477111914
18.8624847874068,76.9324459402317
24.4405338625695,157.626606113379
24.8780279076803,25.7692124619569
24.8780279076803,62.2607804542046
31.7685591181754,201.64160257146
32.5341736971193,436.388250347891
32.7529207196748,120.947442398312
39.6434519301699,979.239873330886
39.7528254414476,150.290773370366
40.0809459752807,407.044919375837
45.8777420729988,1089.27736447609
45.9871155842765,414.380752118851
47.1902242083312,634.455734409254
52.8776467947717,810.515720241578
53.862008396271,619.784068923227
53.862008396271,1588.113991001
60.8619131180438,2263.01060335824
66.8774562383174,1624.79315471607
74.0961079826456,1456.06900162676
83.064735907417,3062.61637234671
