Study_days,Tumor_volume_mm3
26.9371756055363,94.0425041964866
37.348615916955,54.7470291299791
47.5121647923875,67.8455208188149
53.4615592560554,54.7470291299791
67.3434796712803,98.4086680927652
75.2760056228374,137.704143159273
81.2254000865052,94.0425041964866
90.3973832179931,63.4793569225363
100.313040657439,142.070307055551
109.237132352941,299.252207321581
115.186526816609,321.083026802974
128.572664359862,836.29036656385
135.017841695502,923.613644489422
142.454584775086,906.148988904308
149.395544982699,1395.15934528751
156.336505190311,1766.28327647119
163.277465397924,1823.04340712282
171.457882785467,2058.81625752186
