Study_days,Tumor_volume_mm3
7.07793886308076,6.1131137237503
29.7818578395531,6.1131137237503
37.2302851590427,4.25310283687932
50.6797832610788,6.1131137237503
66.6757261763207,65.9271480331262
79.0596819816693,314.385444395149
95.0556248969112,719.280445874002
104.859589909479,1013.74953785862
114.921554001324,530.636183821355
121.887529141833,723.881525436262
128.595505203064,1105.77112910382
135.81947942285,668.668570689145
140.979461008412,834.307434930494
153.879414972317,1506.06505102041
