Study_days,Tumor_volume_mm3
5.82482767762462,0.476759388666011
14.1625222176648,3.34678966274881
34.0426166489926,13.7651593706326
42.4280916735029,10.3594845324873
49.9842340032814,10.3594845324873
55.0216622231337,13.7860530812962
61.1751060445387,128.931292547676
68.7346612660651,222.806734558644
75.2840005302227,66.9187592984988
82.1678031856713,99.4502668015208
89.4440883921247,72.0377184110489
97.0002307219032,113.156540996757
104.836230175007,109.729972447948
110.713229764835,123.436246643184
118.269372094613,123.436246643184
124.985943054416,178.261343424127
131.422656890894,233.086440205071
138.978799220673,270.77869424197
146.534941550451,274.205262790779
159.213834393779,399.128758847663
175.131561505833,580.736891934539
180.677510596117,568.890157988352
187.39408155592,507.21192410979
194.305187345352,797.780758306659
202.264050901379,961.671024750913
209.137614881584,1205.29169108697
215.287645811241,1342.60515756729
224.335221834837,1274.763279043
230.120073347473,1874.14115684595
