Study_days,Tumor_volume_mm3
12.4377747755999,12.1441719808034
17.1621977468401,16.4502662546843
24.3218212356213,10.3735449205478
39.3058227507426,72.2327554751056
46.3571175813879,49.7384970916301
52.4828837699212,72.4294918151338
61.7067571899615,132.714811649464
67.217198122047,139.715530625532
73.6303008792819,188.694037209914
81.3197877833376,179.080482796615
94.3277729437626,335.101242521859
101.751866184283,386.774373808428
111.875629694083,696.813161527842
122.452340962102,825.790411321538
130.385047646578,1028.23873677282
138.317754331054,1393.7704355043
157.415011164052,1241.93419141584
166.318980124565,1519.27716783906
171.223796874065,1433.13538767538
179.817331470965,1631.23561895996
185.891589576845,2014.47800933535
