Study_days,Tumor_volume_mm3
279.757989745109,5.65872812831918
294.285901096878,2.10421657324945
307.284558622145,2.10421657324945
320.283216147412,37.6493321239468
334.428814042555,147.839190331108
341.501612990127,119.403097890551
348.383255209386,226.038444542643
355.264897428645,282.910629423758
361.19075600634,354.000860525153
371.513219335228,681.015923591568
382.600309577367,681.015923591568
390.246578709877,780.542247133521
397.701691114074,1395.47274616058
403.436392963457,1338.60056127947
410.700348639341,1615.85246257491
417.5819908586,1925.09496786597
