Study_days,Tumor_volume_mm3
6.2665347187861,15.5673107008763
14.621034691297,15.5673107008763
19.518500192424,34.7807806633294
26.7206553411403,57.836944618273
33.6347242839079,103.94927252816
41.7011380504701,238.443562265332
46.5986035515971,192.331234355445
55.5292759360053,296.083972152691
60.714827643081,507.432141739675
70.5097586453351,23.2526986858575
75.6953103524108,34.7807806633294
83.761724118973,73.2077205882355
89.523448237946,57.836944618273
95.5732585628677,119.320048498123
102.775413711584,161.58968241552
111.706086095992,257.657032227785
114.175868756784,230.944869818624
119.772499862554,342.196300062578
124.669965363681,296.083972152691
130.719775688603,492.061365769712
137.633844631371,499.746753754694
145.700258397933,542.01638767209
151.750068722854,860.959989048811
159.816482489417,891.701540988736
166.730551432184,1337.45404411765
171.628016933311,1752.46499530663
