Study_days,Tumor_volume_mm3
5.560706516109,3.61620894615775
12.6288891190994,3.61620894615775
27.6134362374391,3.61620894615775
34.39889153631,3.61620894615775
40.3361649228219,3.61620894615775
48.5352567422908,3.61620894615775
54.7552574329224,29.1921558419016
61.2579854276736,17.8250683326821
71.1534410718602,51.9263308603406
74.9706694271912,28.4590610677562
80.7661694119272,77.5022777560844
89.2479885355157,66.1351902468649
94.9025346179081,114.445312161048
101.970717220899,122.970627792962
108.756172519769,168.43897782984
116.389809730999,324.736431081608
124.306174246348,321.894659204303
130.24344763286,492.400971842596
137.311630235851,625.964250075925
144.097085534721,657.223740726278
157.667996132463,759.527528309254
165.018906039573,827.73005336457
172.369815946683,1052.23003167166
179.155271245554,1236.94520369647
186.223453848544,1393.24265694824
193.008909147415,1495.54644453122
201.208000966884,1774.04008850709
207.993456265755,1830.87552605319
214.213456956387,1739.93882597943
222.129821471736,1882.02741984468
