Study_days,Tumor_volume_mm3
6.479723764932,3.29727756855843
14.1650258691012,3.29727756855843
28.7725120516032,456.902809260627
33.2684910994647,3.29727756855843
47.7344873136505,10.6493390724092
55.824930092124,181.643659424904
63.6625465337702,89.8906094796628
69.0600408988814,0.324888984742641
83.7719049268625,0.324888984742641
104.87323943662,160.790693528258
113.722161225575,319.273234342765
118.778687962121,415.196877467336
124.846520045976,411.026284288007
131.672831140313,386.002725212032
140.774579266096,465.243995619285
153.921548781115,753.014924992996
169.849608001235,999.079922573415
179.7098351375,1470.35695183761
187.800277915973,1933.29279474314
