Study_days,Tumor_volume_mm3
4.29308781119117,1.86004405793769
10.5506669655868,1.86004405793769
19.5615809479166,1.86004405793769
21.8853734338959,1.06721056507564
31.5761329243562,1.86004405793769
38.5846215772793,1.86004405793769
45.5931102302025,1.86004405793769
49.9746000381194,1.06721056507564
56.6064495419388,1.86004405793769
75.6294901713016,1.86004405793769
80.6355534948182,56.374542862902
84.3901009874556,126.869042819708
95.4034402991919,270.923020992311
98.4070782933018,347.5474774671
105.415566946225,549.836042560544
115.427693593258,709.214912028105
122.436182246181,706.149933769113
129.444670899104,816.489151092809
137.454372216731,788.904346761885
144.462860869654,1027.97265096323
159.481050840203,1294.62575949549
