Study_days,Tumor_volume_mm3
4.22724057585089,223.480345655589
18.3988308230008,67.1719829247322
25.4846259465757,67.1719829247322
32.5704210701506,100.666632081344
39.4347850961139,100.666632081344
46.5205802196888,44.842216820324
53.384944245652,134.161281237957
60.4707393692269,145.326164290161
67.5565344928019,446.778006699671
74.4208985187651,580.756603326119
82.3924180327869,1005.02215930987
88.592488765915,904.538211840037
103.4283723059,1328.80376782379
138.414485728551,4387.98172412771
141.514521095115,4767.58774790265
