Study_days,Tumor_volume_mm3
2.90658412921657,3.2986556153692
7.12569428364793,0.189291444738728
20.9189390192889,34.3922973216743
30.8176205354548,196.079234194461
37.7953796370144,326.672529360943
44.9354122060521,314.235072678421
51.9131713076116,435.500275333011
59.7022977465618,466.593917039316
66.8423303155995,503.906287086882
81.9337627910656,1156.87276291929
86.9642402828876,618.952761400211
94.1042728519253,824.170796661825
101.082031953485,824.170796661825
107.897517587566,849.045710026869
115.037550156604,1004.51391855839
122.015309258163,1079.13865865353
126.072145945117,1390.07507571658
