Study_days,Tumor_volume_mm3
228.507772020725,21.0648148148145
235.502590673575,8.91203703703676
242.497409326425,17.0138888888886
249.362694300518,37.2685185185182
257.39378238342,73.7268518518516
263.481865284974,98.0324074074071
272.419689119171,274.247685185185
277.60103626943,280.324074074074
285.502590673575,397.800925925926
291.331606217617,452.488425925926
298.585492227979,547.685185185185
305.580310880829,640.856481481481
312.575129533679,746.180555555555
319.699481865285,1149.24768518518
327.60103626943,1339.6412037037
